username,score,purple,legendaries,userId
longduc03052012,11277.00,5370,11,7091188974
6699751819,11271.00,6630,7,6699751819
ha_canh,11265.00,7510,5,1885319702
LuongTrongDinh01031990,11265.00,7510,5,7194174274
7085431693,11247.00,4890,13,7085431693
mayphu5chuaada28091997,11235.00,7490,5,6310919109
L_U_X_Fero,11224.00,4880,13,7345553763
Kirill_Elistratow,11220.00,10200,1,384017638
Hayk5588,11200.00,8000,4,1878748777
Kai622,11200.00,8000,4,5619375960
ttabbie41964bzn,11200.00,8000,4,6723394601
VanThiCamNhon12032010,11200.00,8000,4,7054707815
7257559969,11200.00,8000,4,7257559969
wilfredogedmanPsLiJ740,11200.00,8000,4,7375578258
MeganAbare_a431,11200.00,8000,4,7402015297
Vitek3545,11200.00,8000,4,788066724
ikhryst,11200.00,7000,6,1009396895
chaubuizz,11200.00,7000,6,1219834716
legus_acc,11200.00,7000,6,1383535771
Lorenzo_bob,11200.00,7000,6,1782435499
veryrichone,11200.00,7000,6,1796129554
Vadim_19,11200.00,7000,6,261027508
roma5296,11200.00,7000,6,430464447
AlexPochtar,11200.00,7000,6,563872807
ntsiot,11200.00,7000,6,6748226057
Mohamad801387,11200.00,7000,6,6777989055
AnnetteWhite_a624,11200.00,7000,6,7111720853
7539555981,11200.00,7000,6,7539555981
Lomaximoejar,11200.00,4000,18,5372500714
jerrrrrrrrrrm,11200.00,4000,18,7168550264
Bondariev_S,11190.00,7460,5,2115204308
HeroFang,11190.00,7460,5,838631031
JasmineCrader_a702,11186.00,7990,4,7054745300
jhonquy_a336,11175.00,7450,5,6966617783
AlekseY81193,11150.00,11150,0,917906097
showmini00246,11120.00,5560,10,7375465361
milfordstmartinFqSfP486,11088.00,7920,4,7533205093
buianh1993,11088.00,6930,6,6529922396
Moradi_Nader,11080.00,5540,10,669474058
selected3w0w,11077.00,5830,9,692783473
RYOTA111,11074.00,7910,4,2142832545
OlgaKhoreva,11050.00,8500,3,902687393
zevaka2020,11046.00,7890,4,399615243
watamoves28,11039.00,5810,9,6188009458
manuelaleakesZENZQ371,11024.00,6890,6,7507066224
KuleshovNA,11010.00,7340,5,5132870972
1415936330,11001.00,5790,9,1415936330
MayYoun9DW,11000.00,11000,0,5037555439
MayYoun54,11000.00,10000,1,5076611357
MMP10x,11000.00,5000,12,1775844783
rickytokopay,11000.00,5000,12,5150631019
Negrito48,11000.00,5000,12,6227814722
majidstr73,11000.00,5000,12,642888602
adibasyawall,11000.00,5000,12,6722546015
vivavietnam19,11000.00,5000,12,7298521122
1606247586,10999.00,6470,7,1606247586
SanyaViKinG87,10995.00,7330,5,1119671151
TrienDacPhonethachak892,10992.00,6870,6,7914663714
Jon66ru,10976.00,6860,6,651624442
6211116789,10962.00,5220,11,6211116789
Arantirr,10950.00,7300,5,147157127
Mr_serjo,10948.00,4760,13,1782506893
FurioColosimo,10934.00,4970,12,6782231693
CrazzyWizzard,10931.00,6430,7,96296
dicanho,10928.00,6830,6,485933332
chauinhson_36785,10904.00,3760,19,7878020490
Immkyy,10890.00,6050,8,1955644198
StevenNyein,10880.00,5440,10,8158641165
fymvtkqskuiuu,10879.00,4730,13,6360333162
GeorgeKlein15021994,10875.00,3750,19,7933569200
MaurKree,10868.00,5720,9,6912021343
RuslanStarsem,10864.00,6790,6,7318289534
bmw_darkside,10850.00,7750,4,389066595
phanngocdiep_79161,10846.00,3740,19,7386553975
HuyenDaoHo12062010,10845.00,7230,5,6519341965
Bahalex,10842.00,8340,3,1381770666
mdfafra131,10840.00,5420,10,6693622857
7440137270,10800.00,9000,2,7440137270
Tommy_Shelby_9,10800.00,9000,2,7922201217
setowardono,10800.00,6000,8,1135461149
sNicks777,10800.00,6000,8,1300152411
silvershox,10800.00,6000,8,1908529122
sanya_zozh,10800.00,6000,8,250751860
Question92,10800.00,6000,8,438312421
Alirezaparvane,10800.00,6000,8,6077974708
SrClaudio0,10800.00,6000,8,6308810148
6623217575,10800.00,6000,8,6623217575
PlyuhinZhenya,10800.00,6000,8,6774011393
7019396714,10800.00,6000,8,7019396714
HazelBrown_a62,10800.00,6000,8,7226981390
7740001160,10800.00,6000,8,7740001160
7787183309,10800.00,6000,8,7787183309
ThaiLam122,10800.00,6000,8,7838408112
Nigasan,10800.00,6000,8,7921631914
vinhthien015,10800.00,6000,8,8062329256
mizuru0304,10800.00,4000,17,1849377900
Term1T,10800.00,4000,17,202056777
Bootlegfireworkz,10800.00,4000,17,8078214423
Ririii_qq,10784.00,6740,6,1991406933
somobok,10780.00,5390,10,6375611315
skylitBert,10764.00,5980,8,1894781941
hasabd118,10735.00,5650,9,6871227318
WeiCT404,10728.00,5960,8,1759527732
id_vladimir_k,10724.00,7660,4,550095629
sangraal123,10720.00,6700,6,6108639960
727106669,10704.00,6690,6,727106669
Panker85,10682.00,7630,4,5449774030
7645507091,10670.00,4850,12,7645507091
BraulioDGH2017,10659.00,5610,9,8191427613
SeiDo05,10654.00,7610,4,5808803361
FxP4rk,10642.00,6260,7,1090974888
ClaudioMariska_a447,10635.00,7090,5,7437661454
Natgold3,10626.00,4830,12,6452043090
and_9948,10624.00,6640,6,1737189615
ageoflifeis40,10624.00,6640,6,7294864496
7793167398,10624.00,6640,6,7793167398
manizzn,10600.00,2000,43,8477417091
Miguelybym,10584.00,5040,11,5226224835
Hukepuk,10584.00,4410,14,1608645395
1669798228,10545.00,5550,9,1669798228
secret14369,10542.00,7530,4,1294573635
thu55dong60,10540.00,5270,10,7434072538
laiyhhoton_a33,10528.00,7520,4,7090782007
CornellBosheers_a583,10506.00,6180,7,7221128683
BooBooPie,10500.00,7000,5,1017277303
Gratag,10500.00,7000,5,1167465738
SM210477,10500.00,7000,5,1283171561
ug1ygod,10500.00,7000,5,1801690373
Daknow29,10500.00,7000,5,1869520751
MapleAkaKlen,10500.00,7000,5,292256473
vasyabutsko,10500.00,7000,5,5304314163
ChuThiHaGam15021982,10500.00,7000,5,6708201950
TonThiHaSuong26121987,10500.00,7000,5,7023300259
jiagojo,10500.00,7000,5,7192103768
8143867006,10500.00,7000,5,8143867006
Gaara1988,10500.00,7000,5,837112969
denis_4212,10500.00,5000,11,1368663722
CCHKUO,10500.00,5000,11,1518927033
VTLock,10500.00,5000,11,178856204
Salazart_ua,10500.00,5000,11,520442277
seint_SEED,10500.00,5000,11,6502480395
phananhtuan_10371,10500.00,5000,11,6564485259
kekker13,10500.00,5000,11,6691619195
valnacvien065,10500.00,5000,11,7236544290
editprogram3333,10500.00,5000,11,7282892767
cordaine,10500.00,3000,25,6777815397
khansaii,10500.00,3000,25,6936314510
Kavorki,10496.00,6560,6,1656329510
AnhPham423,10476.00,5820,8,6181740291
yesterday0832,10455.00,6150,7,6479788137
hojin1962,10440.00,5800,8,7574361149
mikiylll,10420.00,10420,0,463533123
barrostom,10410.00,10410,0,6350634762
TarasovArtur,10400.00,8000,3,371042856
5367562408,10400.00,8000,3,5367562408
TrungDoVan05011997,10400.00,8000,3,6529440632
ChungThiBachNha24092001,10400.00,8000,3,6831354748
ronanhidoa_a798,10400.00,8000,3,6995246356
JoshuaHenderson_a49,10400.00,8000,3,7430081877
dr_bumphead,10400.00,8000,3,7571416821
7733819655,10400.00,8000,3,7733819655
Toni_f2f,10400.00,8000,3,8128829659
Javid_Azad,10400.00,4000,16,705799455
BuLang1689,10395.00,6930,5,7480003896
5120024203,10387.00,6110,7,5120024203
chicherjohn,10380.00,5190,10,1842280802
tinhcan8638,10353.00,4930,11,6746148292
Begemotik579,10340.00,10340,0,5107657090
AndrewAqB,10335.00,6890,5,2042089820
DanTranVan_a890,10320.00,6450,6,7097015816
suman279,10319.00,6070,7,5428900652
ChadChris,10318.00,4690,12,5558923890
witches1414,10296.00,5720,8,7408680201
xyasmina66451hij,10240.00,6400,6,6735625377
PlayerEmman,10218.00,7860,3,5046112005
QuynhPhanVan_a550,10215.00,6810,5,7152612377
greennoni0n,10206.00,7290,4,5418518677
1221793038,10200.00,6000,7,1221793038
Michal81,10200.00,6000,7,1564245359
AndreyVasiliev,10200.00,6000,7,187336291
soberite,10200.00,6000,7,1900523761
Ptero77,10200.00,6000,7,233627833
Aleks_K_88,10200.00,6000,7,639108547
Arshiaferem,10200.00,6000,7,6473047027
6843438635,10200.00,6000,7,6843438635
Kimsalopes_a462,10200.00,6000,7,6915217085
EdithGordon_a203,10200.00,6000,7,7017191139
counting2025,10200.00,6000,7,7208081208
maurolatifaduPu608,10200.00,6000,7,7256842456
zotacfull037,10200.00,6000,7,7485000809
DoSiKim912181,10200.00,6000,7,7717138593
KakKadilo,10200.00,6000,7,771915319
thienthai53,10200.00,6000,7,7752012348
kranec,10200.00,6000,7,806344632
strictaria1979,10200.00,6000,7,8133506648
Shokh1ake0830,10192.00,6370,6,1104567601
armage96,10183.00,5990,7,1446496564
mickeybescodBYqI598,10178.00,7270,4,7252513544
xmIOqQvjx,10166.00,7820,3,5636837862
kilalosongi_a653,10150.00,7250,4,6916864038
Toogodym,10143.00,4830,11,430539055
fpjeuvwrjfrdn,10142.00,4610,12,6947732130
denis69999,10140.00,6760,5,697355712
Boybakal9,10131.00,9210,1,7047863428
iris171,10112.00,6320,6,5434747648
Lube66,10110.00,6740,5,6919268234
R_Razaghi_75,10089.00,5310,9,6694520570
perfectmay,10048.00,6280,6,2386701
grasses39,10038.00,4780,11,7389672559
lenghia972,10038.00,4780,11,7412065103
alibalaby_a4,10024.00,7160,4,6892182509
sigmahdhdb,10023.00,7710,3,7065706027
RhaenyraDamon,10023.00,7710,3,7723418835
Mauisuppaman,10013.00,5270,9,615258406
Sk181286,10008.00,5560,8,531347109
leocrypto6,10005.00,6670,5,6739731217
raskenovs,10000.00,10000,0,5030153158
1067827984,10000.00,5000,10,1067827984
akter8,10000.00,5000,10,1179078592
1585148516,10000.00,5000,10,1585148516
Dodo_Rustam_Pakhomov,10000.00,5000,10,317025357
zirael777,10000.00,5000,10,398793329
R_A_0506,10000.00,5000,10,471866639
btrasfa66,10000.00,5000,10,6308640969
kc3584,10000.00,5000,10,6346996738
Yosefseyfi,10000.00,5000,10,696281470
Finda87,10000.00,5000,10,7341849174
votinhkiem8034,10000.00,5000,10,7414312898
7525592135,10000.00,5000,10,7525592135
duongtuvana,10000.00,5000,10,7912089295
PThiAnh,10000.00,5000,10,7940301436
nothing710071,10000.00,5000,10,8037074921
tongread,10000.00,5000,10,821419354
SophiaAbbott23071995,10000.00,4000,15,7845092201
nguyenucanh_82424,10000.00,4000,15,8076556303
wh3r3ismymind,9988.00,4540,12,406994203
hongthanh88,9959.00,4330,13,1097211637
ZoeRiley_a142,9920.00,6200,6,7444569782
susu_1984,9900.00,9000,1,2065381225
arararararararararagi,9900.00,9000,1,388620110
casper_080,9900.00,9000,1,801627579
5451463093,9900.00,5500,8,5451463093
NganQuynh2k,9900.00,5500,8,6847796523
Skywalkerman,9900.00,4500,12,6011772247
MrMart1980,9891.00,4710,11,1849356407
KimberlyLynn25051992,9889.00,3410,19,6972754150
Ryl0009,9888.00,6180,6,1614199395
vitto1566,9878.00,4490,12,6912137451
DouglasForbes14021996,9875.00,3950,15,7885897319
SamNego2022,9870.00,7050,4,5134788246
JosephVaughn18011998,9828.00,3780,16,7263978937
6319314376,9826.00,5780,7,6319314376
BillyBones_03,9802.00,7540,3,579886662
MeganBarrett08061993,9801.00,3630,17,7633219491
RussellBell20081997,9801.00,3630,17,8044343522
GreedSns,9800.00,7000,4,1648649636
binhnbt,9800.00,7000,4,1745365450
Ryan080102,9800.00,7000,4,1832543745
Ervsxz10,9800.00,7000,4,5442884213
xinovember,9800.00,7000,4,612425018
6717114925,9800.00,7000,4,6717114925
Matinding_Galawan,9800.00,7000,4,6802137702
EverettGreen_a803,9800.00,7000,4,7050119985
LorettaStewart_a407,9800.00,7000,4,7240490710
rudolphlieboldzPIZv904,9800.00,7000,4,7306122605
GuyRivera_a1,9800.00,7000,4,7544482412
Best23666,9800.00,7000,4,7865382846
MongNgocjThd,9792.00,6120,6,7634898056
TrangCuc144991,9776.00,6110,6,7646410980
phanvantrang_23757,9775.00,3910,15,7615271292
annaelsu1975,9766.00,5140,9,7555300252
OlegPtr,9744.00,6090,6,343887443
paanogawinvlogronald,9728.00,6080,6,7165853727
lanamite,9720.00,6480,5,366690017
nguyenlinh820,9720.00,4860,10,7302374089
DeloresBrooks_a44,9716.00,6940,4,8143332151
taherhpam,9702.00,4620,11,1528019916
bxtwbmheevaik,9696.00,4040,14,6505407538
kimshashayq_a431,9660.00,6440,5,6820144800
DeniseRollins05121990,9650.00,3860,15,5180032518
jhonjkate_a240,9646.00,7420,3,7142758338
7704635183,9636.00,8030,2,7704635183
Dita_Teese,9630.00,6420,5,336548025
Elibrium,9600.00,8000,2,1412937249
nelmar7,9600.00,8000,2,215194656
DimaGanja,9600.00,8000,2,5185878316
svsveta78,9600.00,8000,2,664376755
nrhys9998dqc,9600.00,8000,2,7063051833
SavannahTerry_a459,9600.00,8000,2,7269260678
frims13,9600.00,6000,6,1302208384
cjprix,9600.00,6000,6,1736969442
Ulia_kyr,9600.00,6000,6,268048661
grinch53,9600.00,6000,6,421457465
Anjin_0,9600.00,6000,6,6088383024
ArtemA023,9600.00,6000,6,6367066436
Miladchf,9600.00,6000,6,6760162761
ThyHarbringer,9600.00,6000,6,6837769029
longnhat09092014,9600.00,6000,6,6896330919
thudidongtoi170017,9600.00,6000,6,7067606450
JoanRichards_a679,9600.00,6000,6,7117745490
potemkin_kudasaijp,9600.00,6000,6,7455242788
Kuts_000,9600.00,6000,6,7587743998
ThuThuyP03,9600.00,6000,6,7590520528
zizu3070,9600.00,6000,6,7883259278
Frenjoni,9600.00,6000,6,7899200368
Piactao,9600.00,6000,6,7948931566
mrumro,9600.00,6000,6,807575533
Ncpcngz,9600.00,4000,14,5202677447
Leinner136,9600.00,4000,14,5718883457
hughhee,9600.00,4000,14,6662200954
JudyOwen08011995,9600.00,4000,14,7453611933
JoyceWard22091992,9600.00,4000,14,7668120086
PaulCarpenter07071991,9600.00,4000,14,7799138850
welanii,9600.00,2000,38,8353960096
ThuongNe99,9595.00,5050,9,6392866642
patsai,9576.00,4560,11,59801102
ChuHoangXung,9571.00,5630,7,7605796564
chadonguyen,9550.00,3820,15,7494865675
AnnaMorgan17111990,9550.00,3820,15,7929201318
VladyslavRo,9548.00,6820,4,6868093099
BrittJaap_a375,9548.00,6820,4,7294543163
ogzpsnmvmqafl,9548.00,4340,12,6858973825
Eka_118,9520.00,5600,7,7123758306
LamTien753996,9504.00,5940,6,7662854206
8059651462,9504.00,5280,8,8059651462
Svetlana0021,9500.00,5000,9,1096705476
mpogorellov,9500.00,5000,9,1346659908
NastjaPiatran,9500.00,5000,9,1778408681
Ptichka250479,9500.00,5000,9,558958406
6197085439,9500.00,5000,9,6197085439
hahavn2036,9500.00,5000,9,6389491512
665728223,9500.00,5000,9,665728223
Nonemanone,9500.00,5000,9,6727672258
SongThuNe,9500.00,5000,9,6745718087
LatoriaAlonso,9500.00,5000,9,6809035967
hipi_ghoy,9500.00,5000,9,6950637220
vinhlacanh1103,9500.00,5000,9,7093332271
zoxsbbfqutotn,9500.00,5000,9,7192783366
dinhlachong1901,9500.00,5000,9,7194514198
viettanan1855,9500.00,5000,9,7242921641
7981376277,9500.00,5000,9,7981376277
zfxnfwgiohtgr,9480.00,4740,10,6966406371
dathao19,9460.00,4300,12,7453908446
DanielVaughn12051994,9454.00,3260,19,8062622450
RandallBrewer_a643,9450.00,6750,4,7359435500
TuyenHai102893,9435.00,5550,7,7770715481
Red7474,9432.00,5240,8,986921932
khaile937,9420.00,4710,10,7332807654
MeganFletcher30061996,9412.00,3620,16,7825303469
Sonata_Odessa,9408.00,5880,6,344337503
dankim925,9400.00,4700,10,7369242192
JohnThompson_a487,9394.00,6710,4,6722974145
SamNoorin,9386.00,7220,3,5945415163
Tryblackjack,9386.00,4940,9,329097077
JustinPreston22041998,9384.00,3910,14,7402663122
AaronAdams20052000,9380.00,3350,18,7550849286
5316317648,9360.00,5850,6,5316317648
Anh3Bon,9360.00,5850,6,7928878943
nastealittle,9345.00,6230,5,1307951914
JoseWeaver_a464,9330.00,6220,5,7019491558
SonyXperia5,9328.00,5830,6,801298067
6636627397,9312.00,5820,6,6636627397
RayTucker_a799,9310.00,6650,4,7650949583
TranTien232,9300.00,4650,10,7929655367
AlbertSanchez12091994,9300.00,3000,21,7945852027
tonlam2,9280.00,3200,19,7937027158
RichardBrock24091990,9264.00,3860,14,7983101568
GaryGomez06111998,9261.00,3430,17,7561291894
Vladimir_S1979,9248.00,5780,6,6921201666
huyle861,9240.00,4620,10,7263024780
mbngpcrhebidm,9231.00,5430,7,7135725714
dzmjwprinanqf,9220.00,4610,10,6348583202
Cccccnfdg9,9218.00,4190,12,5805532927
Larencab,9214.00,5420,7,1755436481
skoty72,9212.00,6580,4,249767927
Rodgen20,9212.00,6580,4,7238352597
Ihor210,9207.00,8370,1,748841344
Chris8888890,9200.00,5750,6,6629456767
thientainnn163,9200.00,5750,6,7421133112
SovathSinaVandy126586,9200.00,5750,6,7626012311
haihiep86,9200.00,4600,10,7233171867
Ssss91,9200.00,4000,13,103268760
eRRor1982,9200.00,4000,13,105200968
POWER6071,9200.00,4000,13,137042233
moji_hdz99,9200.00,4000,13,243606806
Alexeiiiiiiii,9200.00,4000,13,470520207
NiceRunOutS,9200.00,4000,13,5107634232
irforce1,9200.00,4000,13,714808844
LarryBaker29061996,9200.00,4000,13,7176791280
keijaaafff,9200.00,2000,36,8279516595
iloveqba,9195.00,6130,5,1879776010
5202893646,9195.00,6130,5,5202893646
7654892458,9195.00,6130,5,7654892458
belch4nok,9184.00,5740,6,1966035531
Latan78,9180.00,5100,8,941967287
Abdula2332,9177.00,4830,9,901287691
sunshine000022,9168.00,5730,6,7010070491
huynhthanhnhan_83657,9168.00,3820,14,7456192984
5386725682,9158.00,4820,9,5386725682
uaiypqrijuils,9140.00,4570,10,6302982496
vocer901,9139.00,4810,9,1703453172
nuts_zuki,9139.00,4810,9,5245080067
snrryhboddaxk,9120.00,4560,10,7062253308
AndreyD2020,9114.00,6510,4,419701611
vycyggdsnjdfm,9112.00,5360,7,6835679735
KhangTinh257289,9104.00,5690,6,7825268823
Dizelist228,9100.00,7000,3,1067287292
VladyslavRzh,9100.00,7000,3,1964336185
motezh,9100.00,7000,3,376889309
hm5_2020,9100.00,7000,3,404299619
andreimartynov,9100.00,7000,3,6266612133
WillisKalupa_a12,9100.00,7000,3,7202855136
EarlHughes_a61,9100.00,7000,3,7332537352
8070782937,9100.00,7000,3,8070782937
Ravidugariya,9086.00,6490,4,1988097979
Scorp2022,9078.00,5340,7,874446801
